Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
RAD21_chr8_117892054_.	-2.119417709	0.021428572	64.1594298922	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.0797149461
ARF1_chr1_228275829_.	-2.121744889	1.04285717	23.1880226636	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	3.1880226636
ARF1_chr1_228275829_..1	-2.121744889	1.04285717	23.1880226636	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	3.1880226636
EIF6_chr20_33874869_.	-2.123390137	0.625925899	43.474809462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.474809462
EIF6_chr20_33874869_..1	-2.123390137	0.625925899	43.474809462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.474809462
EIF6_chr20_33874869_..2	-2.123390137	0.625925899	43.474809462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.474809462
CCT7_chr2_73461294_.	-2.12533447	0.135714278	94.934940006	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	74.934940006
COPB1_chr11_14525075_.	-2.125870332	0.335714251	62.3636848317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3636848317
EIF6_chr20_33873118_.	-2.129199745	0.322222263	56.3518250387	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	36.3518250387
WDR11_chr10_122611304_.	-2.129377395	0.257142872	94.8203462222	49	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	71.9101731111
WDR11_chr10_122611304_..1	-2.129377395	0.257142872	94.8203462222	49	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	71.9101731111
TUBA1B_chr12_49526504_.	-2.129520654	0.975000024	1.32542385505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-18.67457614495
TUBA1B_chr12_49526504_..1	-2.129520654	0.975000024	1.32542385505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	-18.67457614495
GBF1_chr10_104002731_.	-2.129599165	1.051851869	39.538063166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.538063166
PRKDC_chr8_48873371_.	-2.131972554	0.303571463	78.2136126944	67	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	72.6068063472
SEC23IP_chr10_121651914_.	-2.132173259	1.099999905	11.0914467981	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-8.9085532019
SEC23IP_chr10_121651914_..1	-2.132173259	1.099999905	11.0914467981	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-8.9085532019
ARL1_chr12_101799259_.	-2.132885155	0.816666663	2.49326282202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-17.50673717798
CCT7_chr2_73461197_.	-2.13354324	0.792307615	57.5645355099	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	37.5645355099
CCT7_chr2_73461197_..1	-2.13354324	0.792307615	57.5645355099	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	37.5645355099
CREBBP_chr16_3925268_.	-2.135353407	3.317857027	68.4740997032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.4740997032
CREBBP_chr16_3925268_..1	-2.135353407	3.317857027	68.4740997032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.4740997032
CREBBP_chr16_3925268_..2	-2.135353407	3.317857027	68.4740997032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.4740997032
CREBBP_chr16_3925268_..3	-2.135353407	3.317857027	68.4740997032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.4740997032
CREBBP_chr16_3925268_..4	-2.135353407	3.317857027	68.4740997032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	48.4740997032
ARL1_chr12_101801305_.	-2.135887263	0.060714293	54.1624127227	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	34.1624127227
PRKDC_chr8_48869384_.	-2.140293633	1.307407379	88.3101067072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.3101067072
PRKDC_chr8_48869384_..1	-2.140293633	1.307407379	88.3101067072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.3101067072
RAD21_chr8_117886889_.	-2.140454011	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
RAD21_chr8_117886889_..1	-2.140454011	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
RAD21_chr8_117886889_..2	-2.140454011	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
ARL1_chr12_101799683_.	-2.140999472	2.140740633	16.3136123626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-3.6863876374
ARL1_chr12_101799683_..1	-2.140999472	2.140740633	16.3136123626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-3.6863876374
ARL1_chr12_101798002_.	-2.143619808	1.122222304	67.0583060399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	47.0583060399
SCFD1_chr14_31094018_.	-2.144275495	1.296428442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	-20
SCFD1_chr14_31094018_..1	-2.144275495	1.296428442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	-20
COPB1_chr11_14517029_.	-2.144633174	0.41785717	77.5195976387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	57.5195976387
PSMC6_chr14_53173853_.	-2.145379338	0	84.7179160449	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	64.7179160449
PSMC6_chr14_53173853_..1	-2.145379338	0	84.7179160449	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	64.7179160449
PSMC6_chr14_53177239_.	-2.145714601	0.5	7.17261960726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-12.82738039274
PSMC6_chr14_53177239_..1	-2.145714601	0.5	7.17261960726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-12.82738039274
SYNCRIP_chr6_86351831_.	-2.147078892	1.345833302	37.3972831539	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	17.3972831539
SYNCRIP_chr6_86351831_..1	-2.147078892	1.345833302	37.3972831539	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	17.3972831539
PSMC6_chr14_53173675_.	-2.147502337	1.396153927	28.9193341614	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	8.9193341614
PSMC6_chr14_53173675_..1	-2.147502337	1.396153927	28.9193341614	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	8.9193341614
SEC22B_chr1_145100456_.	-2.147540372	5.419230938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126276298_.	-2.14834557	0.892857134	46.7448618072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7448618072
ST3GAL4_chr11_126276298_..1	-2.14834557	0.892857134	46.7448618072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7448618072
ST3GAL4_chr11_126276298_..2	-2.14834557	0.892857134	46.7448618072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7448618072
SMC3_chr10_112322655_.	-2.148755996	1.5	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
SMC3_chr10_112322655_..1	-2.148755996	1.5	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
SMC3_chr10_112328793_.	-2.149564948	0.296428531	9.74209393224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	-10.25790606776
SMC3_chr10_112328793_..1	-2.149564948	0.296428531	9.74209393224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	-10.25790606776
SMC3_chr10_112328793_..2	-2.149564948	0.296428531	9.74209393224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	-10.25790606776
RAB1B_chr11_66032125_.	-2.149791166	0.452173889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126271194_.	-2.150134369	1.30384624	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5
CCT7_chr2_73462277_.	-2.150525314	0.95599997	2.07887429674	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-17.92112570326
RAB5C_chr17_40304515_.	-2.150610511	2.266666651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-20
RAB5C_chr17_40304515_..1	-2.150610511	2.266666651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-20
CCT7_chr2_73460049_.	-2.150762165	1.242857099	81.9205446228	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.9205446228
CCT7_chr2_73460049_..1	-2.150762165	1.242857099	81.9205446228	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.9205446228
CCT7_chr2_73460049_..2	-2.150762165	1.242857099	81.9205446228	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.9205446228
CCT7_chr2_73460049_..3	-2.150762165	1.242857099	81.9205446228	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.9205446228
CCT7_chr2_73460049_..4	-2.150762165	1.242857099	81.9205446228	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.9205446228
CCT7_chr2_73459825_.	-2.15381244	1.714285731	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-20
CCT7_chr2_73459825_..1	-2.15381244	1.714285731	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-20
CCT7_chr2_73460183_.	-2.154476362	0.011538462	41.3597651196	29	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	35.1798825598
CCT7_chr2_73460183_..1	-2.154476362	0.011538462	41.3597651196	29	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	35.1798825598
CCT7_chr2_73460183_..2	-2.154476362	0.011538462	41.3597651196	29	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	35.1798825598
ARL1_chr12_101802239_.	-2.155491033	0.151851848	60.8580006777	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	40.8580006777
SEC16A_chr9_139377176_.	-2.15623716	0	44.2968391952	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	24.2968391952
SEC16A_chr9_139377176_..1	-2.15623716	0	44.2968391952	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	24.2968391952
TRAPPC11_chr4_184577433_.	-2.158378812	1.411111355	30.4336091622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4336091622
SMC3_chr10_112327432_.	-2.160765109	0.018518519	63.1335426845	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	43.1335426845
PSMC6_chr14_53173574_.	-2.161184965	0.01923077	72.676351095	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	52.676351095
ST3GAL4_chr11_126269804_.	-2.164820786	0.579999983	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
MCL1_chr1_150550404_.	-2.166682993	0.646428704	71.7483184247	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	51.7483184247
MCL1_chr1_150550404_..1	-2.166682993	0.646428704	71.7483184247	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	51.7483184247
MCL1_chr1_150550404_..2	-2.166682993	0.646428704	71.7483184247	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	51.7483184247
MCL1_chr1_150550404_..3	-2.166682993	0.646428704	71.7483184247	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	51.7483184247
SMC3_chr10_112324681_.	-2.167197816	1.280769229	70.7793225325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.7793225325
HEATR1_chr1_236771062_.	-2.167524488	0.89199996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
PRKDC_chr8_48868183_.	-2.167747935	0.385714293	80.7393216328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60.7393216328
PRKDC_chr8_48868183_..1	-2.167747935	0.385714293	80.7393216328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60.7393216328
PRKDC_chr8_48868183_..2	-2.167747935	0.385714293	80.7393216328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60.7393216328
COPB1_chr11_14521033_.	-2.167884133	0.025000002	82.5460909988	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	62.5460909988
COPB1_chr11_14521033_..1	-2.167884133	0.025000002	82.5460909988	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	62.5460909988
COPB1_chr11_14521033_..2	-2.167884133	0.025000002	82.5460909988	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	62.5460909988
CREBBP_chr16_3930645_.	-2.169719429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3930645_..1	-2.169719429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3930645_..2	-2.169719429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3930645_..3	-2.169719429	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-20
SYNCRIP_chr6_86353653_.	-2.17098411	0	80.5061889124	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	60.5061889124
SYNCRIP_chr6_86353653_..1	-2.17098411	0	80.5061889124	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	60.5061889124
SEC16A_chr9_139382819_.	-2.173711425	0.428571433	58.958575527	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4792877635
SEC16A_chr9_139382819_..1	-2.173711425	0.428571433	58.958575527	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4792877635
SEC16A_chr9_139382819_..2	-2.173711425	0.428571433	58.958575527	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4792877635
SEC16A_chr9_139382819_..3	-2.173711425	0.428571433	58.958575527	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.4792877635
COG3_chr13_46039482_.	-2.175630328	0	94.899691725	40	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	67.4498458625
SMC3_chr10_112328189_.	-2.175799416	0.254166692	25.6209652056	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	5.6209652056
YIPF5_chr5_143554843_.	-2.176074991	0.403571427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SURF4_chr9_136246486_.	-2.176324724	1.189285636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
HEATR1_chr1_236770174_.	-2.18016844	0.45714286	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
SMC3_chr10_112323360_.	-2.180259308	1.874073982	45.837697889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.837697889
RAB5C_chr17_40304986_.	-2.180553849	1.92592597	20.400421947	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0.400421947000002
RAB5C_chr17_40304986_..1	-2.180553849	1.92592597	20.400421947	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0.400421947000002
SYNCRIP_chr6_86353279_.	-2.183070714	0	90.9431459238	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.9431459238
CREBBP_chr16_3933249_.	-2.188766804	1.362962961	19.374202904	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.187101452
CCT7_chr2_73458036_.	-2.190435376	1.542856932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CCT7_chr2_73458036_..1	-2.190435376	1.542856932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CCT7_chr2_73458036_..2	-2.190435376	1.542856932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CCT7_chr2_73458037_.	-2.191180238	1.544444323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CCT7_chr2_73458037_..1	-2.191180238	1.544444323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CCT7_chr2_73458037_..2	-2.191180238	1.544444323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CARM1_chr19_10981420_.	-2.194112337	0.424999982	41.3111696862	35	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	38.1555848431
CARM1_chr19_10981420_..1	-2.194112337	0.424999982	41.3111696862	35	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	38.1555848431
CARM1_chr19_10981420_..2	-2.194112337	0.424999982	41.3111696862	35	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	38.1555848431
CARM1_chr19_10981420_..3	-2.194112337	0.424999982	41.3111696862	35	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	38.1555848431
TRAPPC11_chr4_184575469_.	-2.195336712	1.158333302	69.787503747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.787503747
TRAPPC11_chr4_184575469_..1	-2.195336712	1.158333302	69.787503747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.787503747
SYNCRIP_chr6_86351981_.	-2.19537262	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
SYNCRIP_chr6_86351981_..1	-2.19537262	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-20
ARL1_chr12_101796918_.	-2.199970623	0.771428645	43.2024464372	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1012232186
ARL1_chr12_101796918_..1	-2.199970623	0.771428645	43.2024464372	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1012232186
ST3GAL4_chr11_126227693_.	-2.202463936	2.303846121	10.1868269505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-9.8131730495
ST3GAL4_chr11_126227693_..1	-2.202463936	2.303846121	10.1868269505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-9.8131730495
